accom_id,accom_nameTH,accom_nameEN,accom_type,lat,long ,x (easting),y (northing),price,web,tel,description
20,วู มะ คา มู,Woo Ma Ca Moo,โฮมสเตย์,18.8639651,99.3402501,535840.44,2085810,"เริ่มต้น 4,800 บาท",https://www.facebook.com/woomacamoo/,0643344135 ,ที่พักเปิดใหม่ดีไซน์เก๋แบบส่วนตัว ในบรรยากาศพรีเมียมโฮมสเตย์ที่มีลำธารไหลผ่าน ล้อมรอบด้วยธรรมชาติ อากาศเย็นสบายๆ แบ่งห้องพักหลักๆ ออกเป็น 3 ห้อง คือมะหยิบ มะเหงก และมะกอก ภายในห้องภายในห้องพักมีการเลือกใช้เฟอร์นิเจอร์และของตกแต่งที่ให้ความอบอุ่น สบายตา สอดรับกับธรรมชาติ มีสิ่งอำนวยความสะดวกครบครัน
21,พาสเทล โอลด์ทาวน์ เชียงใหม่,Pastell Oldtown Chiang Mai,โรงแรม,18.7827693,98.9801791,497911.15,2076791.72,"เริ่มต้น 1,600 บาท",https://www.pastellhotel.com/,053-272989,ที่พักเชียงใหม่ ดีไซน์เก๋ ขนาดกะทัดรัดที่แฝงตัวอยู่ในย่านชุมชนเมืองเก่า เกิดจากความตั้งใจที่จะรักษาอัตลักษณ์พื้นถิ่นชุมชนให้คงอยู่จึงออกแบบมาในสไตล์ล้านนาดั้งเดิมเข้ากับสไตล์โมเดิร์นที่ยังคงความเรียบง่ายและสะดวกต่อการใช้สอย ด้วยโทนสีขาวสะอาดตาและสีพาสเทลที่ช่วยเพิ่มความหอมหวาน สร้างบรรยากาศของการพักผ่อน อบอุ่น ให้ผู้เข้าพักได้รู้สึกถึงความผ่อนคลาย แต่ยังได้กลิ่นอายของเมืองล้านนาเป็นอย่างดี อีกทั้งยังเพียบพร้อมไปด้วยสิ่งอำนวยความสะดวกและการเดินทางที่สะดวกสบาย
22,เดอะ เอิร์ธ โฮเทล,The Earth Creative Lifestyle Hotel,โรงแรม,18.797828,98.9729235,497146.72,2078458.03,"เริ่มต้น 2,200 บาท",https://www.facebook.com/TheEarthHotel/,053-218889,"ที่พักเชียงใหม่ดีไซน์เก๋บนถนนห้วยแก้วที่ตัวสถาปัตยกรรมภายนอกเปลือยให้เห็นผนังคอนกรีต ส่วนต้อนรับหรือล็อบบี้ของโรงแรมถูกออกแบบในรูปทรงของซุ้มโค้ง ภายในมีห้องพักให้เลือกทั้งหมด 7 ห้อง 3 รูปแบบ แต่ละห้องตกแต่งตามธีม Terra, River และ Sky ผ่านการเลือกสีของหมอนและผ้า เน้นใช้เฟอร์นิเจอร์ไม้ให้ห้องดูอบอุ่นน่ารักด้วยสีเอิร์ธโทน เพื่อให้ผู้เข้าพักได้รับความรู้สึกเหมือนอยู่บ้าน"
23,ศาลาล้านนา เชียงใหม่,Sala Lanna Chiang Mai,โรงแรม,18.7911939,99.0006895,500072.61,2077723.79,"ราคาเริ่มต้นช่วง Low Season 1,700 บาท , ราคาเริ่มต้นช่วง Hi Season 2,250 บาท ",https://www.salahospitality.com/lanna/,053-242588,โรงแรมใจกลางเมืองเชียงใหม่บนถนนเจริญรัตน์ ติดริมแม่น้ำปิง ที่ตกแต่งในสไตล์โมเดิร์นที่ผสมผสานความเป็นล้านนา ที่บริการห้องพัก 15 ห้อง 4 รูมไทป์ ตกแต่งเรียบง่ายแต่หรูหรา นอกจากนี้ยังมีสระว่ายน้ำริมแม่น้ำปิงพร้อมกับบีนแบ็คให้เราได้นั่งชิลชมวิวอีกด้วยค่ะ รวมถึงมี Rooftop Bar ไว้บริการผู้เข้าพักที่อยากจะมานั่งจิบเครื่องดื่มเย็นๆ พร้อมกับฟังเพลงชมวิวเมืองเชียงใหม่ยามค่ำคืนอีกด้วย
24,พาร์ค โบโร ซิตี้ รีสอร์ต,Parc Borough City Resort,รีสอร์ท,18.7684638,98.9787448,497759.84,2075208.96,"เริ่มต้น 4,000 บาท",https://www.facebook.com/parcboroughhotel/?__tn__=%2Cd%2CP-R&eid=ARDyky10UhUjDGpymAhUVEz2SBDj9S4M45mPm8z42NzUTwk4py4k0btBbjvQR2o_s1Q10WvI17-EoVTj,053-284100,"ที่พักหรูใจกลางเมืองใกล้สนามบินเชียงใหม่เลยค่ะ  ที่นี่ออกแบบมาในสไตล์โอเอซิสร่มรื่น มีห้องพักทั้งหมด 57 ห้อง 6 รูปแบบ ซึ่งรูมไทป์ของที่นี่จะเริ่มต้นที่ 50 ตร.ม. ทุกห้องแบ่งเป็นสัดส่วน แยกห้องนอน ห้องนั่งเล่น ห้องน้ำชัดเจน พร้อมด้วยสิ่งอำนวยความสะดวกครบครัน แถมมีมินิบาร์ฟรี นอกจากนี้ยังมี Caramellow Cafe ,Gayarandra Spa ,ห้องอาหารครัวลลิต ฟิตเนส และสระว่ายน้ำบริการอีกด้วย"
25,วินทรี ซิตี้ รีสอร์ท เชียงใหม่,Wintree City Resort Chiang Mai,รีสอร์ท,18.8106228,98.9769258,497568.73,2079873.68,"เริ่มต้น 2,500 บาท",http://www.facebook.com/wintreecityresort/,"052-081377, 094-6016777"," รีสอร์ทหรูสไตล์โมเดิร์น ทันสมัย ผสมผสานความเป็นวัฒนธรรมล้านนา ริมถนนเชียงใหม่-ลำปาง มีห้องพักทั้งหมด 168 ห้อง 4 รูปแบบ เริ่มต้นจาก Superior , Deluxe , Premier Garden View และ Duplex Suite ห้องพัก 2 ชั้น ติดริมสระว่ายน้ำ บอกเลยว่าหรูมาก นอกจากนี้ยังมีห้องประชุมขนาดใหญ่สามารถจัดเลี้ยง จัดสัมมนา และใครอยากจิบชายามบ่ายก็มี Afternoon Tea Set ราคา 399 / 2 ท่าน"
26,ครอสทูไวบ์ เชียงใหม่ เดเซม โฮเทล,X2 Vibe Chiang Mai Decem Hotel,โรงแรม,18.8048359,98.966789,496500.49,2079233.54,"เริ่มต้น 1,800 บาท",-,053-214828,ที่นี่เป็นโรงแรมสไตล์ลอฟท์ ตามคอนเซ็ปต์ Stay Chill & Joy บริการห้องพักถึง 153 ห้อง 6 รูมไทป์ ไม่ว่าจะมาเป็นคู่หรือเป็นแก๊งก็พักได้สบาย ภายในห้องพักก็สะดวกสบายมีสิ่งอำนวยความสะดวกครบครัน นอกจากนี้ยังมีสระว่ายน้ำ ฟิตเนส จักรยาน และคาเฟ่
27,สุเนต์ตาโฮสเทล เชียงใหม่,Suneta Hostel Chiang Mai,โฮลเทล,18.8016707,99.0029287,500308.64,2078883.02,เริ่มต้น 450 บาท ,https://www.sunetahostel.com/,053-232345, โฮลเทลใจกลางเมืองเชียงใหม่ ใกล้ถนนท่าแพ ที่เป็นโฮลเทลสไตล์ลอฟท์ผสมผสานความเป็นล้านนา ห้องพักจะมีทั้งห้องไพรเวทมีห้องน้ำในตัว ห้องแบบ Dormitory และห้องแบบเคบินนอนได้ 1 คน ห้องน้ำรวม รวมถึงยังมีห้องเกมส์ส่วนกลางให้ได้เข้าไปเล่นด้วย
28,S17@นิมมาน,S17@Nimman,โรงแรม,18.7949563,98.967696,496595.86,2078140.35,"เริ่มต้น 1,190 บาท",https://www.s17nimman.com/,053-221717,โรงแรมสไตล์โมเดิรน์ ตั้งอยู่ในซอยนิมมานเหมินท์ 17 เดินทางง่าย สะดวก อยู่ใจกลางย่านชิค ที่มีห้องพักทั้งหมด 52 ห้อง แบ่งออกเป็น 6 รูปแบบ มีตั้งแต่ห้องที่สามารถเข้าพักได้ 2 ท่าน จนถึง 4 ท่านเลยค่ะ ภายในห้องก็ยังแบ่งเป็นสัดส่วนชัดเจนทั้งห้องนอนและห้องน้ำ มาพร้อมสิ่งอำนวยความสะดวกครบครัน ที่สำคัญยังสามารถไปสถานที่ท่องเที่ยวต่างๆ ได้สบายเลย ทั้งโซนนิมมานเหมินท์ โซนคูเมือง โซนหลังมช. เรียกได้ว่าไปได้ทุกที่ของเชียงใหม่
29,ฮอม บูทีค โฮเทล,Homm Boutique Hotel,โรงแรม,18.7996213,98.9587554,495653.8,2078656.7,เริ่มต้น 1000 บาท,-,092-9927488 ,บูทีคโฮเทลอีกหนึ่งแห่งของเชียงใหม่ที่ดีไซน์เก๋ จุดเด่นคือทางที่พักรวบรวมเอาภูมิปัญญาท้องถิ่นมาผสมกับการออกแบบที่ทันสมัยผ่านวัสดุตกแต่งอย่างผ้าที่เป็นงานทอท้องถิ่น และผ้าเขียนเทียนซึ่งมีเอกลักษณ์ชัดเจนซึ่งถูกประดับไว้ทุกห้อง แบ่งห้องพักออกเป็น 4 แบบ เน้นตกแต่งอย่างเรียบง่าย เลือกใช้สีขาวสะอาดตาผสมกับโทนสีอบอุ่นของเนื้อไม้ที่พร้อมให้ความรู้สึกอบอุ่นอบอุ่นเหมือนอยู่บ้าน
30,ครอสทูเชียงใหม่ ริเวอร์ไซด์ รีสอร์ต,X2 Chiang Mai Riverside,รีสอร์ท,18.8016707,99.0029287,500308.64,2078883.02,"เริ่มต้น 6,230 บาท",https://www.facebook.com/X2chiangmairiverside/,053-931999,รีสอร์ทที่ตั้งอยู่ใจกลางเมืองเชียงใหม่ริมแม่น้ำปิง ในสไตล์ล้านนาคอนเทมโพรารี่ มีทั้งหมด  30 ห้อง 4 แบบ ให้เลือกพัก ภายในห้องพักตกแต่งด้วยเฟอร์นิเจอร์ที่ดูเรียบหรู ห้องพักกว้าง เพิ่มสีสันด้วยวอลเปเปอร์สีสวยๆ บนหัวเตียง มีสิ่งอำนวยความสะดวกที่ครบครันและทันสมัยสุดๆ นอกจากนี้บนชั้นดาดฟ้าของที่พักก็มี ฟิตเนส สระว่ายน้ำ และ บาร์
31,บริคโฮเทล เชียงใหม่ ,Brique Hotel Chiang Mai,โรงแรม,18.8021445,99.0222819,502347.94,2078935.61,"เริ่มต้น  1,800-4,500 บาท",https://www.facebook.com/BriqueHotelChiangmai/,052-012555, โรงแรมที่ตั้งอยู่ใน เชียงใหม่บิสสิเนสพาร์ค อยู่ห่างจากสนามบินเพียง 15 นาที ที่นี่เป็นที่พักที่ถูกตกแต่งแบบร่วมสมัยในสไตล์โมเดิร์น-คอนเทมโพรารี่ บริการห้องพักมากถึง 122 ห้อง ภายในจะดูอบอุ่นหรูหรา พร้อมกันนั้นยังมี ห้องอาหาร บาร์ สระว่ายน้ำกลางแจ้งเป็นสระน้ำเกลือ ฟิตเนส และที่จอดรถส่วนตัวฟรีในสถานที่อีกด้วย นอกจากนี้ยังมีบริการรถรับส่งฟรีไปยังสถานที่ท่องเที่ยวต่างๆในเมืองเชียงใหม่
32,ไทยอัครา ล้านนา บูติก โฮเทล,Thai Akara - Lanna Boutique Hotel,โรงแรม,18.790238,98.9875653,498689.59,2077618.06,"1,200-8,000 บาท",https://www.facebook.com/thaiakarahotel/,0-5321-5995,เป็นโรงแรมสวยสไตล์ล้านนา รับรองว่าไปเชียงใหม่ทั้งที จะต้องได้รับบรรยากาศสไตล์เหนือแบบเต็มพิกัด เป็นความเรียบง่ายท่ามกลางบรรยากาศที่รื่นรมย์ และเงียบสงบในใจกลางเมืองเชียงใหม่
33,ฮอไรซั่น วิลเลจ แอนด์ รีสอร์ท,Horizon Village Resort,รีสอร์ท,18.8575373,99.0952696,510035.66,2085067.05,"999-1,599 บาท",https://www.facebook.com/HorizonVillageResort/,09-1559-4641,เป็นที่เดียวกับสวนพฤกษศาสตร์ทวีชลค่ะ ภายในเค้ามีพื้นที่กว้างขวาง ถึง 302 ไร่ ตอบโจทย์คนรักธรรมชาติสุดๆ ด้วยบรรยากาศสีเขียว มีต้นไม้นานาชนิด มีกิจกรรมมากมายภายในสวนที่พักเงียบสงบ บรรยากาศธรรมชาติ ห้องพักสะอาด สวยงามสไตล์ล้านนา เข้าชมสวนได้ฟรี
34,เดอะ ลานนา,De Lanna Hotel Chiang Ma,โรงแรม,18.7896075,98.9809071,497987.95,2077548.3,"950-4,300 บาท",https://www.facebook.com/DeLannaCM/,0-5332-6266,โรงแรมบูติคสไตล์ล้านนา ตั้งอยู่บริเวณใจกลางเมืองเชียงใหม่ บรรยากาศของที่นี่เงียบสงบ ร่มรื่น มีสวนหย่อมเล็กๆ อยู่กลางโรงแรม ยังใกล้กับสถานที่สำคัญหลายที่ ไม่ว่าจะเป็น วัดพระสิงห์ วัดเจดีย์หลวง ประตูท่าแพ อนุสาวรีย์สามกษัตริย์ และถนนคนเดินเชียงใหม่
35,โรงแรมอาร์ค39 มินิมอล อาร์ต แอนด์ คราฟต์,Arch39 Minimal Art&Craft Hotel,โรงแรม,18.7896327,98.974341,497296.02,2077551.27,"1,200-6,000 บาท",https://www.facebook.com/arch39hotel/,09-1879-5989,เป็นที่พักดีไซน์เก๋ ตั้งอยู่ย่านประตูช้างเผือก ตกแต่งสไตล์โมเดิร์นแบบญี่ปุ่น ด้วยการใช้สีแนวเอิร์ธโทนที่สบายตาและใกล้ชิดกับธรรมชาติ
36,โรงแรม เชียงใหม่ออคิด,Chiang Mai Orchid Hotel,โรงแรม,18.7968752,98.9731628,497172,2078352.58,"500-3,500 บาท",https://www.facebook.com/chiangmaiorchidhotel/,0-5322-2099,ป็นโรงแรมที่อยู่ใจกลางเมืองเชียงใหม่ สามารถเดินทางไปยังสถานที่ต่างๆ ได้อย่างสะดวก ติดกับห้างสรรพสินค้า และแหล่งช้อบปิ้งอย่างนิมมานเหมินทร์ จะไปนั่งคาเฟ่ชิคๆ ก็ใกล้ จะไปเดินช้อปปิ้งอัพเดทแฟชั่นก็สะดวก
37,โรงแรม อรุณธารา ริเวอร์ไซด์ บูติค,Aruntara Riverside Boutique Hotel,โรงแรม,18.7689863,98.9989119,499885.33,2075266.58,"1,350-5,100 บาท",https://www.facebook.com/AruntaraRiversideBoutiqueHotel/,0-5323-5111,เช็คอินที่นี่จะได้สัมผัสกับความเงียบสงบ ได้พักผ่อนแบบชิลขึ้นสุดในบรรยากาศริมแม่น้ำปิง ห้องพักก็สวยงามตกแต่งในสไตล์โมเดิร์นโคโลเนียล ห้องอาหารก็มีวิวทิวทัศน์ที่สวยงาม ติดริมแม่น้ำปิง ที่ให้บริการทั้งอาหารไทยและยุโรป
38,เก๊าไม้ล้านนา รีสอร์ท,Kaomai Lanna Resort,รีสอร์ท,18.6790452,98.7988733,478791.12,2065327.02,"1,080-5,400 บาท",https://www.facebook.com/kaomailanna/,08-6428-7481 / 0-5348-1201,เป็นที่พักที่มีเอกลักษณ์โดดเด่นเฉพาะตัว ดัดแปลงมาจากโรงบ่มใบยาสูบ ให้เป็นห้องพักสุดสบายท่ามกลางสวนสวยร่มรื่นในแบบของสวนป่าธรรมชาติ ทำให้ที่นี่ได้รับรางวัลการอนุรักษ์มรดกทางวัฒนธรรม จากองค์การ UNESCO
39,โชตนา วิลล่า โฮเทล,Chotana Villa,โรงแรม,18.816379,98.9788473,497771.22,2080510.53,"900-5,500 บาท",https://www.facebook.com/chotanavilla,08-8251-9085,"ที่พักสไตล์โมเดิร์นลอฟท์เก๋ๆ ที่มาพร้อมกับสิ่งอำนวยความสะดวกมากมายค่ะ ไม่ว่าจะเป็น โทรทัศน์จอแบน ผลิตภัณฑ์ทำความสะอาด, มีชาบริการฟรี รวมถึงอ่างอาบน้ำร้อน และสระว่ายน้ำกลางแจ้ง"
40,เดอ ณารา,De Nara Hotel,โรงแรม,18.7833948,98.9896269,498906.84,2076860.9,"900-2,000 บาท",https://www.facebook.com/denarahotel,0-5327-1224,สไตล์บูติก เดอ ณารา ทำเลที่ใกล้ถนนคนเดินวันเสาร์ และถนนคนเดินวันอาทิตย์ ด้วยการเดินเพียง 5 นาที พร้อมด้วยสิ่งอำนวยความสะดวกครบครันภายในห้องพัก รวมถึงสระว่ายน้ำ และสวนหย่อมภายในโรงแรม
41,อนันตรา เชียงใหม่ รีสอร์ท,Anantara Chiang Mai Resort,รีสอร์ท,18.7815954,99.0015253,500160.71,2076661.71,"1,999-70,000 บาท",https://www.facebook.com/AnantaraChiangMai/,05-325-3333,ที่พักสุดงดงาม ตั้งอยู่ริมฝั่งแม่น้ำปิง บรรยากาศร่มรื่น สดชื่นไปกับธรรมชาติ และมีความเงียบสงบ เป็นการรวมเอาความโมเดิร์นและล้านนาเข้ามาไว้ด้วยกันอย่างลงตัว 
42,กอดเชียงใหม่,GordChiangmai,โรงแรม,18.783558,98.985292,498449.99,2076878.97,"1,490-2,990 บาท",https://www.facebook.com/GordChiangmaiHotels/,08-1951-8875,โรงแรมเล็กๆ กลางตัวเมืองเก่าเชียงใหม่ ที่มีห้องพักสะอาด กว้างขวาง สามารถเดินทางไปเที่ยวได้อย่างสะดวกสบาย อีกทั้งยังเลือกพักได้แบบครอบครัวหรือกลุ่มเพื่อนก็ได้ รวมไปถึงยังมีอาหารเช้าอร่อยๆ วัตถุดิบคุณภาพ ปรุงสดใหม่ทุกวันให้บริการอีกด้วยเช่นกัน โดยที่นี่ขะมีคอนเซปที่ว่า พักกอดเชียงใหม่ เหมือนพักบ้านเพื่อน ประหนึ่งเพื่อนดูแลเพื่อน
43,โรงแรม ดาร์เลย์,Darley Hotel Chiangmai,โรงแรม,18.7917011,98.9980414,499793.56,2077779.89,"800-4,000 บาท",https://www.facebook.com/DarleyhotelChiangmai/,08-0099-8881,โรงแรมที่อยู่ใจกลางเมืองเชียงใหม่ ด้วยทำเลนี้ เลยทำให้เดินทางสะดวกสบาย สามารถไปตามแหล่งท่องเที่ยวได้ง่ายมากๆ ส่วนตัวของโรงแรมนั้น ก็จะตกแต่งในแบบสไตล์ลอฟ ผสานความอบอุ่นแบบเรียบง่าย ที่ได้จากกลิ่นไอของไม้โมเดิร์น
44,โรงแรม รติล้านนา ริเวอร์ไซด์ สปา รีสอร์ท,"RatiLanna Riverside Spa Resort, Chiang Mai",รีสอร์ท,18.7628189,99.0018412,499793.56,2074584.23,"3,000-6,000 บาท",https://www.facebook.com/RatiLannaCM/,0-5399-9333,โรงแรมที่อยู่ใจกลางเมืองเชียงใหม่ ห่างจากสนามบินแค่เพียง 4 กิโลเมตรเท่านั้น และที่สำคัญใกล้แหล่งท่องเที่ยวอย่างเชียงใหม่ไนท์บาซ่าร์อีกด้วย เป็นที่พักในสไตล์หรูหรา มีมากว่า 115 ห้องด้วยกัน โดยบรรยากาศรอบๆ จะเต็มไปด้วยเสน่ห์แบบเมืองเหนือ พร้อมอากาศบริสุทธิ์
45,ป่าไผ่ คันทรี ลอดจ์,Papai Country Lodge - Chiang Mai,รีสอร์ท,18.8262775,99.1841105,519397.71,2081615.62,"1,250-5,000 บาท",https://www.facebook.com/papaicountrylodge/,08-1882-7100,รีสอร์ทท่ามกลางธรรมชาติของ เชียงใหม่ ที่มีทั้งคาเฟ่และร้านอาหารริมลำธาร ตกแต่งในสไตล์สวยงาม เน้นความสะดวกสบาย สะอาด และเงียบสงบ ดื่มด่ำไปกับการธรรมชาติสีเขียวขจีที่รายล้อม ซึ่งที่นี่จะเน้นการบริการประหนึ่งคนในครอบครัว ทำให้รู้สึกเหมือนอยู่บ้านหลังที่ 2
46,โรงแรม สบาย สบาย,Sabai Sabai Chiang Mai,โรงแรม,18.8007693,98.9709129,496934.97,2078783.47,"2,200-4,629 บาท",https://www.facebook.com/SabaiSabaiChiangMaiThailand/,0-5321-3234,ตั้งอยู่ใจกลางเมืองเชียงใหม่แล้ว ก็ยังอยู่ใกล้ๆ กับ ถนนนิมมานเหมินทร์ ที่เที่ยวยอดฮิตอีกด้วย โดยโรงแรมจะมีห้องพักด้วยกันทั้งหมด 45 ห้อง ตั้งแต่ ห้องดีลักซ์ไปจนถึงห้องสวีทแบบสองห้องนอน ตกแต่งในสไตล์แบบโคโลเนียล เน้นความหรูหรา รวมถึงยังมีระเบียงส่วนตัว ไว้ให้ได้ชมวิวนอกห้องอีกด้วย
47,โรงแรม ดุสิตดีทู,dusitD2 chiang mai,โรงแรม,18.785981,98.9977283,499760.57,2077147,"1,800-8,000 บาท",https://www.facebook.com/dusitD2CM/,0-5399-9999,สถานที่พักผ่อนอันหรูหรา มีชีวิตชีวา ในทำเลใจกลางเมืองอันคึกคัก สะดวกสบายด้วยทำเลที่ตั้งบนถนนช้างคลานในย่านตัวเมืองเชียงใหม่ ใกล้จนเดินได้กับไนท์บาซาร์ ร้านอาหารมากมาย และสถานที่ยอดนิยมต่างๆ
48,ร็องเดวู คลาสสิค เฮาส์,Rendezvous Classic House,โรงแรม,18.782055,98.9803613,497930.32,2076712.72,"700-2,400 บาท",https://www.facebook.com/rendezvousclassichouse/,0-5327-1577, บูทีคโฮเทลสไตล์แบบโมเดิลล้านนา อยู่ใกล้ๆ กับย่านวัดพระสิงห์ ซึ่งตัวห้องพักจะเน้นสีขาว ดูเรียบง่าย แต่น่าพักผ่อน พร้อมกับระเบียงกว้างขวาง อีกทั้งยังมีสบู่อาบน้ำกลิ่นพิเศษอย่าง secret lanna ไว้ให้บริการด้วย รอบๆ ที่พักก็จะรายล้อมไปด้วยแหล่งอำนวยความสะดวกมากมาย ทั้ง ร้านสะดวกซื้อ ตลาดของฝากยามเช้า ให้ได้ช้อปปิ้งกันเต็มๆ เลย
,,,,,,,,,,,
