PlaceID,TYPE,TypeID,NAME_TH,NAME_EN,LAT,LONG,X,Y,PRICE,WEB,TEL
78,F,25,ชอบคัพคาเฟ่,Chxb Cup Cafe,18.8341113,99.0013864,500146.02,2082472.36,-,https://www.facebook.com/Chxb-Cup-Cafe-%E0%B8%8A%E0%B8%AD%E0%B8%9A-%E0%B8%84%E0%B8%B1%E0%B8%9E-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88-1060472287675072/,06-1224-2823
79,F,26,ช.ศรีนวล คาเฟ่,ch.srinual cafe,18.7512999,99.1231757,512983.41,2073314.2,-,https://www.facebook.com/chsrinual.cafe/,080 557 4111
80,F,27,คริสป์ คาเฟ่,KRISP Cafe ,18.8090243,98.9802882,98.9802882,2079696.71,-,https://www.facebook.com/krispcafe2021,063 525 4245
81,F,28,กลิน คาเฟ่,Glin Cafe,18.797586,98.9771429,497591.41,2078431.19,-,https://www.facebook.com/glin.cafe/,09-2558-2255
82,F,29,แดนข้าวมันไก่ สาขาสันทราย,Dan Chicken Rice,18.8218028,99.0311178,503278.64,2081110.82,-,-,081-022-1128
83,F,30, ข้าวซอยลุงประกิจกาดก้อม,Khao Soi Lung Prakit Kaat Gorm,18.7744964,98.9875067,498683.35,2075876.28,-,-,083-209-9441
84,F,31,ครัวหลองข้าว,Krua Lawng Khao,18.916976,98.9493103,98.9493103,2091641.84,-,https://www.facebook.com/Lhongkao.Kitchen/,08-3476-3421
85,F,32, สวนทูนอิน,Tune In garden,18.8687605,98.8197066,481009.33,2086315.91,-,https://www.facebook.com/tuneingardenchiangmai/,0-5387-9251
86,F,33,บ้านลันได,BAAN Landai,18.7940972,98.9852849,498449.35,2078045.06,-,https://www.facebook.com/baanlandaifinethaicuisine/,06-5848-4464
87,F,34, แมกโนเลีย คาเฟ่,Magnolia Café,18.8005194,98.9949046,499463.12,2078755.56,-,https://www.facebook.com/PinnFood/,06-1684-8222
88,F,35,จินเจอร์ฟาร์มคิชเช่น,Ginger Farm Kitchen,18.7998595,98.9653631,496350.12,2078683,-,https://www.facebook.com/gingerfarmkitchen/,0-5208-0928
89,F,36,โกเหน่ง,Patongo Kong Neng Chiangmai,18.7899409,98.9994982,499947.1,2077585.15,-,https://www.facebook.com/%E0%B8%9B%E0%B8%B2%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%81%E0%B9%8B-%E0%B9%82%E0%B8%81%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B9%88%E0%B8%87-217164521708876,09-4637-6333
90,F,37,ฮ้านถึงเจียงใหม่ ,Han Teung Jiang Mai,18.7890017,98.9525904,495003.85,2077481.92,-,-,09-1076-6100
91,F,38,เฮือนสุนทรี,Huan Soontaree,18.830827,98.9922036,499178.65,2082109.02,-,https://www.facebook.com/huansoontaree,08-3860-8196
92,F,39, เฮือนม่วนใจ๋,Huen Muan Jai,18.7998672,98.9733593,497192.7,2078683.63,-,https://www.facebook.com/Huen-Muan-Jai-%E0%B9%80%E0%B8%AE%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%A1%E0%B9%88%E0%B8%A7%E0%B8%99%E0%B9%83%E0%B8%88%E0%B9%8B-301752539835951/,09-8261-8029
93,F,40,ข้าวซอยแม่มณี,Khao Soi Mae Manee,18.8244138,98.9648398,496295.55,2081399.8,-,https://www.facebook.com/khaosoimaemani/,0-5321-8519
94,F,41,มีนา,Meena,18.7848281,99.0437651,504612.15,2077019.99,-,https://www.facebook.com/meena.rice.based/,09-5693-9586
95,F,42,ณ จันตรา,Chantra Khiri Chalet Chiangmai,18.7831359,98.8396875,98.8396875,2076839.82,-,https://www.facebook.com/Chantrakhirichaletchiangmai,05-2010-155
96,F,43,เนื้อวัวรสเยี่ยม,Rote Yiam Beef Noodle,18.777916,98.9971085,499695.22,2076254.64,-,-,0-5327-2422
97,F,44,โรตีป้าเด,Rotee Pa Day,18.7695737,98.9629227,496092.31,2075332.05,-,https://www.facebook.com/%E0%B9%82%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%9B%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%94%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%81%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B9%81%E0%B8%9E-Thapae-Rotee-Padae-102385068341402/,081-021-9496
98,F,45,ครัวอาจารย์สายหยุดแอนด์หมอทราย,Ajarn Saiyud's Kitchen,18.8219675,98.9848389,498402.62,2081128.75,-,https://saiyudkitchenbydoctorsai.wordpress.com/,08-1530-1172
99,F,46,ท่าจีนชมจันทร์,Thajene Chomchan,18.8119774,98.9695611,496792.72,2080023.61,-,https://www.facebook.com/thajenechomchanplus/?__xts__[0]=68.ARBTUXoDGpynEBP41QexK-6HS15kGB27nJBO0epKgzfMAhHB8mspHNGYT7wCzXpjhvP2ezd1pnEHrsq01bKnaYiCHQY7zhyGms2gpFJ5uvChsrSDQ-kDgjRQjBSzQmD0dgZqE_vBHwui8YxHvq3UvTIGbHoY1SllqpieZFfb57BHdO3bLAw_8fnIMvuTG1anE2HSnVcM1c6S4J6ZL-ORfWaPnJkd6oXjouXKNks_k5p44x3yAD1W4FU1kb6Z4-A7XrmkLAMYnpv_V7DHTm6Ratrxo6GeVBNb0fJmP5uZGw7JWt-GloVyuIs,063 525 1719
100,F,47,เดอะกู้ดวิวบาร์แอนด์เรสเทอรองค์,The Good View Bar & Restaurant,18.7904056,99.0014862,500156.6,2077636.6,-,https://www.facebook.com/goodview.cm/,099 271 0666
101,F,48,คำดารา,Comedara Restaurant,18.7930324,98.9987695,499870.28,2077927.15,-,https://www.facebook.com/Comedara/,086 421 7191
102,F,49,กิน อยู่ ได้ at เชียงใหม่,Kinyoudai,18.7601635,99.0013804,500145.45,2074290.47,-,https://www.facebook.com/kinyoudaiatchiangmai/,087 423 5226
103,F,50,ชมคาเฟ่,Chom Cafe and Restaurant,18.7484954,98.9433265,494026.16,2073000.3,-,https://www.facebook.com/chomcafeandrestaurant/,063-438-8188
104,F,51, ลามูร์ คาเฟ่ เชียงใหม่,Lamour Cafe,18.7763633,98.9470764,494422.35,2076083.64,-,https://www.facebook.com/LamourCafeChiangmai/,081-818-5707
105,F,52,คั่วไก่นิมมาน,Kuakai Nimman,18.7942747,98.9672264,496546.32,2078065,-,https://www.facebook.com/kuakainimman/,053-218-278
106,F,53,ครัวคนบ้านไกล แม่โจ้ เชียงใหม่,Kon Ban Klai kitchen,18.8940288,99.0323945,503411.62,2089102.37,-,https://www.facebook.com/konbanklaikitchen/,081-870-4049
107,F,54,จริณพาย,Charin Pie,18.7949181,98.9660185,496419.14,2078136.17,-,https://www.facebook.com/CharinPie/?__xts__[0]=68.ARBTUXoDGpynEBP41QexK-6HS15kGB27nJBO0epKgzfMAhHB8mspHNGYT7wCzXpjhvP2ezd1pnEHrsq01bKnaYiCHQY7zhyGms2gpFJ5uvChsrSDQ-kDgjRQjBSzQmD0dgZqE_vBHwui8YxHvq3UvTIGbHoY1SllqpieZFfb57BHdO3bLAw_8fnIMvuTG1anE2HSnVcM1c6S4J6ZL-ORfWaPnJkd6oXjouXKNks_k5p44x3yAD1W4FU1kb6Z4-A7XrmkLAMYnpv_V7DHTm6Ratrxo6GeVBNb0fJmP5uZGw7JWt-GloVyuIs,053-221-863
108,F,55,สวนผัก โอ้กะจู๋,Ohkajhu Organic Farm,18.8404143,99.0214402,502258.7,2083169.9,-,https://www.facebook.com/ohkajhuorganic/?__xts__[0]=68.ARBTUXoDGpynEBP41QexK-6HS15kGB27nJBO0epKgzfMAhHB8mspHNGYT7wCzXpjhvP2ezd1pnEHrsq01bKnaYiCHQY7zhyGms2gpFJ5uvChsrSDQ-kDgjRQjBSzQmD0dgZqE_vBHwui8YxHvq3UvTIGbHoY1SllqpieZFfb57BHdO3bLAw_8fnIMvuTG1anE2HSnVcM1c6S4J6ZL-ORfWaPnJkd6oXjouXKNks_k5p44x3yAD1W4FU1kb6Z4-A7XrmkLAMYnpv_V7DHTm6Ratrxo6GeVBNb0fJmP5uZGw7JWt-GloVyuIs,053-200-888
109,F,56,ภัตตาคารตูลู่,TULOU Restaurant ,18.7747497,98.9802484,497918.32,2075904.45,-,https://www.facebook.com/tulouchiangmai/?__xts__[0]=68.ARBTUXoDGpynEBP41QexK-6HS15kGB27nJBO0epKgzfMAhHB8mspHNGYT7wCzXpjhvP2ezd1pnEHrsq01bKnaYiCHQY7zhyGms2gpFJ5uvChsrSDQ-kDgjRQjBSzQmD0dgZqE_vBHwui8YxHvq3UvTIGbHoY1SllqpieZFfb57BHdO3bLAw_8fnIMvuTG1anE2HSnVcM1c6S4J6ZL-ORfWaPnJkd6oXjouXKNks_k5p44x3yAD1W4FU1kb6Z4-A7XrmkLAMYnpv_V7DHTm6Ratrxo6GeVBNb0fJmP5uZGw7JWt-GloVyuIs,052-080-744
110,F,57,เฌยคาเฟ่,Choei Cafe & Bistro,18.7791349,98.9974403,499730.21,2076389.52,-,https://www.facebook.com/choeicafe/,053-819079
111,F,58,หมูทอดกาดหลวง by ดำรงค์,Moo Tod Kadluang by Damrong,18.8180484,98.9754731,497415.74,2080695.24,-,https://www.facebook.com/mootodkadluangbydamrong/,093-536-3661
112,F,59,ร็อคมีเบอร์เกอร์แอนด์บาร์,Rock Me Burger&bar,18.7958243,98.9683058,496660.16,2078236.37,-,https://www.facebook.com/Rockmeburger/,063-895-2456
113,F,60,บุฟเฟ่ต์ขนมจีนวัดเกต หน้ารร.ปรินส์,Kanom Jene buffet,18.7939777,99.0035484,500373.88,2078031.83,-,https://www.facebook.com/kjwatket/,064-626-8789
114,N,1,ทะเลหมอก กิ่วแม่ปาน,Kew Mae Pan nature trail,18.5481453,98.340377,430388.27,2050959.37,-,-,-
115,N,2,สวนพฤกษศาสตร์สมเด็จพระนางเจ้าสิริกิติ์,Queen Sirikit Botanic Garden,18.8988835,98.8583747,485084.99,2089645.22,-,-,-
116,N,3,ดอยหลวงเชียงดาว,Doi Chiang Dao,19.3922179,98.8323417,482395.75,2144234.98,-,-,-
117,N,4,น้ำตกแม่สา,Mae Sa Waterfall,18.906237,98.8949658,488939,2090456.12,-,-,-
118,N,5,สวนสนบ่อแก้ว,Bo Kaeo Pine Tree Garden,18.1566228,98.3863315,435091.98,2007622.16,-,-,-
119,N,6,ผาช่อ ,Phachor (Mae Wang National Park),18.4979165,98.7268616,471167.05,2045296.26,-,-,-
120,N,7,ทุ่งดอกไฮเดรนเยีย ,Royal Project Khun Pae,18.5697388,98.5276185,450155.11,2053286.56,-,-,-
121,N,8,จุดชมวิวดอยกิ่วลม ,Doi Kiew Lom View Point,19.3138177,98.6019834,458187.65,2135599.35,-,-,-
122,N,9,ป่าสนวัดจันทร์ โครงการบ้านวัดจันทร์,Wat Chan Royal Project,19.080734,98.3306603,429584.81,2109894.99,-,-,-
123,N,10,อ่างกา ,Kew Mae Pan Nature Trail,18.5887464,98.4837071,445527.53,2055402.34,-,-,-
124,N,11,น้ำตกแม่ยะ ,Mae Ya Water Fall,18.4397736,98.5959778,457336.16,2038889.12,-,-,-
125,N,12,ขุนช่างเคี่ยน ,Khun Changkhian ,18.8408239,98.8984065,489297.11,2083218.19,-,-,-
126,N,13,ดอยอ่างขาง,Doi Ang Khang,19.869721,99.0374904,503924.87,2197065.17,-,-,-
127,N,14,ดอยผ้าห่มปก ,Doi Pha Hom Pok National Park,19.9966004,99.1421363,514868.5,2211111.37,-,-,-
128,N,15,น้ำตกผาดอกเสี้ยว ,Pha Dok Sieo Nature Trail,18.5409389,98.5283333,450222.1,2050099.77,-,-,-
129,N,16,อุทยานแห่งชาติออบหลวง,Op Luang National Park,18.222541,98.4796969,444988.25,2014885.01,-,-,-
130,N,17,น้ำตกตาดหมอก ,Tad Mork Waterfall,18.9622418,98.8534573,484572.88,2096656.03,-,-,-
131,N,18,ดอยแม่โถ,Doi Mae To,19.0188878,99.377213,539697.37,2102959.95,-,-,-
132,N,19,น้ำตกมณฑาธาร,Montathan Waterfall,18.8225884,98.9150294,491047.37,2081199.53,-,-,-
133,N,20,แม่กำปอง,Mae Kampong ,18.8646561,99.3512689,537001,2085888.72,-,-,-
134,N,21,ดอยอินทนนท์,Doi Inthanon,18.5880419,98.4695516,444033.81,2055328.8,-,-,-
135,N,22,ดอยสุเทพ,Doi Suthep,18.8163877,98.8744348,486769.86,2080516.07,-,-,-
136,N,23,แกรนด์แคนยอน หางดง,Grand Canyon Water Park,18.6962666,98.8896924,488369.19,2067224.2,-,-,-
137,N,24,ถ้ำเชียงดาว,Wat Tham Chiang Dao,19.393704,98.9264023,492272.22,2144392.51,-,-,-
138,N,25,ป่าบงเปียง,Pa Bong Piang,18.5304646,98.4424215,441151.49,2048966.75,-,-,-
139,N,26,โป่งแยง ซิปไลน์ แอนด์ จังเกิ้ล โคสเตอร์,Pongyang Jungle Coaster & Zipline,18.9168336,98.8193403,480976.1,2091635.08,-,-,-
140,N,27,อุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park,19.303936,98.5966806,457628.11,2134507.15,-,-,-
141,N,28,ดอยม่อนจอง,Doi Mon Chong,17.4432306,98.5483006,452033.73,1928645.21,-,-,-
142,N,29,ม่อนวิวงาม,Mon View Ngarm,18.9331406,98.8126602,480274.6,2093440.14,-,-,-
143,N,30,ดอยสองแสน สถานีวิจัยดอยปุย,Doi Pui Research Station,18.8120444,98.882224,487590.23,2080034.86,-,-,-
144,N,31,สันป่าเกี๊ยะ ดอยแม่ตะมาน,Watershed Management Unit of Mae Tamaan,19.3185456,98.8278133,481912.08,2136083.46,-,-,-
145,N,32,ศูนย์วิจัยข้าวสะเมิง,Samoeng Rice Research Center,18.8475971,98.7680826,475568.57,2083980.51,-,-,-
146,N,33,อ่างเก็บน้ำห้วยตึงเฒ่า,Huay Tung Tao Reservoir,18.8665082,98.9388772,493561.7,2086058.07,-,-,-
147,N,34,กิ่วแม่ปาน,Kew Mae Pan,18.5616655,98.4583237,442840.36,2052413.91,-,-,-
148,N,35,สวนสัตว์ เชียงใหม่,Chiang Mai Zoo,18.8105616,98.9457531,494284.08,2079867.64,-,-,-
149,N,36,ดอยม่อนอังเกตุ,Doi Mon Angket,19.0683564,98.6385768,461975.63,2108430.1,-,-,-
150,N,37,ออบขาน,Ob Khan National Park,18.723072,98.8193777,480958.3,2070196.07,-,-,-
151,N,38,น้ำตกแม่สะป๊อก,Mae Sapok Waterfall,18.669289,98.6152537,459425.95,2064279.27,-,-,-
152,N,39,ขุนวาง,Royal Agricultural Research Centre Chiang Mai,18.6214412,98.5033419,447609.2,2059014.09,-,-,-
153,N,40,น้ำตกผาดอกเสี้ยว,Pha Dok Sieo Nature Trail,18.5409389,98.5283333,450222.1,2050099.77,-,-,-
154,N,41,น้ำตกสิริภูมิ,Siriphum Waterfall,18.5472274,98.5116428,448462.56,2050800.2,-,-,-
155,N,42,ม่อนจอง,Mon Jung,17.5683056,98.5220513,449280.9,1942489.5,-,-,-
156,N,43,เขื่อนแม่งัดสมบูรณ์ชล,Mae Ngat Somboon Chon Dam,19.1741473,99.0285291,502999.54,2120096.86,-,-,-
157,N,44,น้ำตกบัวตอง,Namtok Bua Tong,19.0693282,99.0771483,508116.45,2108500.26,-,-,-
158,N,45,น้ำตกหมอกฟ้า,Mork Fa Water Fall,19.1127634,98.7725013,476071.88,2113320.06,-,-,-
159,N,46,โป่งเดือดป่าแป๋,Pong Dueat Hot Spring,19.2425233,98.6816923,466546.82,2127693.06,-,-,-
160,N,47,น้ำตกศรีสังวาลย์ ,Sri Sangwan Waterfall,19.6294166,98.9533123,495104.86,2170474.11,-,-,-
161,N,48,ดอยเวียงผา,Doi Wiang Pha National Park,19.6645917,99.1929079,520221.61,2174377.21,-,-,-
162,N,49,น้ำพุร้อนฝาง,Fang Hot Spring National Park,19.965911,99.1520743,515911.17,2207716.24,-,-,-
163,N,50,ถ้ำเมืองออน,Tham Muang On,18.7875116,99.235873,524857.01,2077332.87,-,-,-
164,N,51,น้ำพุร้อนสันกำแพง,San Kamphaeng Hot Springs,18.8118519,99.2225227,523446.77,2080024.18,-,-,-
165,T,1,วัดพระธาตุดอยสุเทพ,Wat Phra That Doi Suthep,18.8049889,98.919445,491511.76,2079252.06,-,-,-
166,T,2,วัดพระสิงห์วรวิหาร,Wat Phra Singh Woramahawihan,18.7885802,98.9792284,497811,2077434.69,-,-,-
167,T,3,วัดเจดีย์หลวง,Wat Chedi Luang,18.7869693,98.9843917,498355.18,2077256.38,-,-,-
168,T,4,วัดพันเตา,Wat Phantao,18.787683,98.9854279,498464.36,2077335.38,-,-,-
169,T,5,วัดเชียงมั่น,Wat Chiang Man,18.7938126,98.9870816,498638.72,2078013.62,-,-,-
170,T,6,วัดอุโมงค์,Wat Umong,18.7833134,98.9490015,494625.45,2076852.56,-,-,-
171,T,7,วัดสวนดอก,Wat Suan Dok,18.7882387,98.9655732,496372,2077397.18,-,-,-
172,T,8,วัดโลกโมฬี,Wat Lok Moli,18.7960243,98.9803788,497932.39,2078258.32,-,-,-
173,T,9,วัดเจ็ดยอด,Wat Chet Yot,18.8090047,98.969525,496788.87,2079694.77,-,-,-
174,T,10,วัดพระธาตุดอยคำ,Wat Phrathat Doi Kham,18.7594962,98.9164806,491197.08,2074218.62,-,-,-
175,T,11,วัดพระธาตุศรีจอมทองวรวิหาร,Wat Phrathat Si Chom Thong Worawihan,18.4210542,98.6767325,465859.99,2036800.77,-,-,-
176,T,12,วัดป่าดาราภิรมย์,Wat Pa Dara Phirom Phra Aram Luang,18.9107217,98.9390768,493584.45,2090950.19,-,-,-
177,T,13,วัดอินทราวาส,Wat Intharawat,18.7228396,98.9231889,491902.36,2070162.51,-,-,-
178,T,14,วัดบ้านเด่น,Wat Ban Den,19.1577357,98.9762956,497507.52,2118280.91,-,-,-
179,T,15,วัดศรีสุพรรณ,Wat Sri Suphan,18.7787237,98.9814728,498047.47,2076344.14,-,-,-
180,T,16,วัดเจ็ดลิน,Wat Jet Lin,18.7837361,98.9861586,498541.36,2076898.65,-,-,-
181,T,17,วัดผาลาด,Wat Pha Lat,18.7993968,98.9319581,492830.05,2078632.78,-,-,-
182,T,18,วัดเกตการาม,Wat Ket Karam,18.792178,99.0005739,500060.49,2077832.66,-,-,-
183,T,19,วัดดวงดี,Wat Duang Dee,18.7894394,98.9863872,498565.44,2077529.66,-,-,-
184,T,20,วัดพันอ้น,Wat Phan On,18.7876547,98.9889978,498840.58,2077332.25,-,-,-
185,T,21,วัดเชียงยืน,Wat Chiang Yuen,18.796385,98.9863278,498559.28,2078298.2,-,-,-
186,T,22,วัดหมื่นเงินกอง,Wat Muen Nguen Kong,18.785235,98.9788388,497769.97,2077064.59,-,-,-
187,T,23,วัดชัยมงคล,Wat Chai Mongkhon,18.7806433,99.0024433,500257.46,2076556.37,-,-,-
188,T,24,วัดลอยเคราะห์,Wat Loi Kroh,18.7846596,98.9946215,499433.14,2077000.84,-,-,-
